"country_code","region","end_year","rur","wombmi_cat","wom_weight","wom_height","wom_bmi","n"
"NG","southwest",2018,0,1,58.4070014953613,159.364547729492,22.972038269043,2004409.79321289
"NG","southwest",2018,0,2,81.4905395507813,159.176162719727,32.1344146728516,231849.486724854
"NG","southwest",2018,0,3,94.7368240356445,159.5263671875,37.1242561340332,91163.5237426758
"NG","southwest",2018,0,4,109.927276611328,159.289535522461,43.3527412414551,52984.4570617676
"NG","southwest",2018,0,,,,,3937531.671875
"NG","northcentral",2018,1,1,55.1166229248047,157.278259277344,22.2436637878418,1395350.14006805
"NG","northcentral",2018,1,2,79.8574295043945,157.848709106445,32.0130233764648,69548.42603302
"NG","northcentral",2018,1,3,94.5319519042969,159.629318237305,37.0345306396484,23794.3637390137
"NG","northcentral",2018,1,4,82.9906234741211,135.738143920898,43.3234596252441,4999.22828674316
"NG","northcentral",2018,1,,49.5999984741211,,,2697809.27250671
"NG","northeast",2018,1,1,51.4232406616211,157.272033691406,20.753999710083,1599678.10595703
"NG","northeast",2018,1,2,80.232666015625,158.396347045898,31.9096355438232,35394.5586547852
"NG","northeast",2018,1,3,90.2384414672852,157.501510620117,36.3486824035645,17519.9512939453
"NG","northeast",2018,1,4,103.160667419434,148.788177490234,46.2865333557129,3587.99340820313
"NG","northeast",2018,1,,144.454727172852,148.723480224609,,3428671.75469971
"NG","northwest",2018,1,1,52.1542701721191,156.561645507813,21.251594543457,2913855.29394531
"NG","northwest",2018,1,2,82.4203338623047,158.687057495117,32.5547828674316,51876.3905029297
"NG","northwest",2018,1,3,88.3818588256836,154.382949829102,37.0709457397461,13892.5745849609
"NG","northwest",2018,1,4,128.953750610352,162.690658569336,49.1365013122559,2537.57312011719
"NG","northwest",2018,1,,,,,6114257.29138184
"NG","southeast",2018,1,1,58.3672294616699,159.028396606445,23.0370826721191,505228.339782715
"NG","southeast",2018,1,2,83.8898773193359,160.179077148438,32.6382446289063,41533.5495300293
"NG","southeast",2018,1,3,94.6582489013672,158.721817016602,37.5584716796875,20419.1887817383
"NG","southeast",2018,1,4,108.747039794922,159.613571166992,42.6447677612305,9128.95922851563
"NG","southeast",2018,1,,,,,867946.434906006
"NG","southsouth",2018,1,1,57.8912010192871,157.967208862305,23.167896270752,1019096.15641785
"NG","southsouth",2018,1,2,80.9793090820313,158.321212768555,32.2447853088379,97289.4482421875
"NG","southsouth",2018,1,3,93.0951843261719,158.10986328125,37.1665420532227,32760.3466033936
"NG","southsouth",2018,1,4,112.999618530273,158.888870239258,44.7754974365234,8569.35580444336
"NG","southsouth",2018,1,,94.8955001831055,109.054977416992,,1874476.56594849
"NG","southwest",2018,1,1,55.9922828674316,158.625762939453,22.2157363891602,543160.041107178
"NG","southwest",2018,1,2,80.4667892456055,160.010375976563,31.3762397766113,38782.4630432129
"NG","southwest",2018,1,3,92.0285110473633,157.212692260742,37.2170066833496,13695.201385498
"NG","southwest",2018,1,4,112.045974731445,160.839172363281,43.2934608459473,4781.12680053711
"NG","southwest",2018,1,,,,,885528.488845825
"NI","Agadez",2012,0,1,57.7936935424805,160.574478149414,22.3808574676514,15734.6319885254
"NI","Agadez",2012,0,2,85.4068450927734,160.873626708984,32.9438934326172,1233.05038452148
"NI","Agadez",2012,0,3,95.7733306884766,160.078887939453,37.3520698547363,764.691877365112
"NI","Agadez",2012,0,4,99.5999984741211,152,43.1100006103516,64.0748596191406
"NI","Agadez",2012,0,,99.9000015258789,170,,21847.6548557281
"NI","Diffa",2012,0,1,54.6576232910156,158.546081542969,21.7242889404297,5455.45942687988
"NI","Diffa",2012,0,2,84.4416198730469,163.851104736328,31.4287624359131,276.0263671875
"NI","Diffa",2012,0,3,103.14013671875,166.594512939453,37.1286010742188,181.512969970703
"NI","Diffa",2012,0,4,114.400001525879,160,44.689998626709,64.2716674804688
"NI","Diffa",2012,0,,,,,8689.0765838623
"NI","Dosso",2012,0,1,60.0670471191406,161.316543579102,22.9918346405029,18058.0616149902
"NI","Dosso",2012,0,2,79.331657409668,158.724487304688,31.4058151245117,2943.76425170898
"NI","Dosso",2012,0,3,102.394538879395,163.016952514648,38.4792556762695,896.919174194336
"NI","Dosso",2012,0,,,,,26635.5314025879
